Suburb,Address,Rooms,Type,Price,Postcode,Bedrooms,Bathrooms,LandSize,BuildingArea,YearBuilt,CouncilArea,Region,PropertyCount
Altona,29 Rose St,4,h,4774326,3018,4,3,1057,220,1962,Hobsons Bay City Council,Western Metropolitan,5301
Altona,1/170 Blyth St,3,u,3643624,3018,2,1,311,94,1955,Hobsons Bay City Council,Western Metropolitan,5301
Altona,5/35 Grieve Pde,2,u,5943135,3018,2,1,65,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,156 Maidstone St,3,h,8135151,3018,3,1,602,123,1955,Hobsons Bay City Council,Western Metropolitan,5301
Altona,11 Keeshan Ct,3,h,1787247,3018,3,1,530,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,1/4 Deavey Ct,2,u,8923910,3018,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,1/136 Queen St,2,u,7307580,3018,2,1,225,93,1988,Hobsons Bay City Council,Western Metropolitan,5301
Altona,173 Queen St,3,h,7886702,3018,3,1,777,22,1953,Hobsons Bay City Council,Western Metropolitan,5301
Altona,1/265 Queen St,3,t,9452777,3018,3,2,280,168,1997,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3/26 Grieve Pde,2,u,3778059,3018,2,1,127,76,1990,Hobsons Bay City Council,Western Metropolitan,5301
Altona,261 Queen St,4,h,10595882,3018,4,2,695,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,4/5 Rose St,2,u,7777179,3018,2,1,115,57,1980,Hobsons Bay City Council,Western Metropolitan,5301
Altona,1/60 David St,3,u,7237599,3018,3,2,230,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,1A Merritt Ct,3,t,8671297,3018,3,2,197,152,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,4/31 Millers Rd,2,u,9224635,3018,2,1,593,65,1965,Hobsons Bay City Council,Western Metropolitan,5301
Altona,111/112 Pier St,2,u,2306465,3018,2,1,593,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,24 Wren St,4,h,9461435,3018,4,1,745,130,1950,Hobsons Bay City Council,Western Metropolitan,5301
Altona,54 Seves St,3,h,838360,3018,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,1/152 Blyth St,3,t,9269438,3018,3,2,211,176,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,2/6 Galvin St,3,t,2039546,3018,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,4/57 Blyth St,3,u,7009054,3018,3,2,69,141,2014,Hobsons Bay City Council,Western Metropolitan,5301
Altona,10 Wilga Av,3,t,2886743,3018,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,164 Maidstone St,3,h,3786193,3018,3,1,625,168,1960,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3/25 Rayner St,2,u,3418595,3018,2,1,168,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3/46 Sargood St,2,u,442416,3018,2,1,137,77,1990,Hobsons Bay City Council,Western Metropolitan,5301
Altona,1/57 Blyth St,3,u,1774204,3018,3,2,70,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,22 Fenfield St,3,h,971052,3018,3,1,606,87,1950,Hobsons Bay City Council,Western Metropolitan,5301
Altona,5/8 David St,2,u,2655096,3018,2,2,175,76,2013,Hobsons Bay City Council,Western Metropolitan,5301
Altona,1/28 Seves St,3,h,1580619,3018,3,1,363,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,27 McIntyre Dr,3,h,8743743,3018,3,2,534,136,1965,Hobsons Bay City Council,Western Metropolitan,5301
Altona,4 Boyd St,3,h,6120377,3018,3,1,724,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,5a Emu Av,4,h,3697215,3018,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,12 Spear Ct,3,t,9602165,3018,3,2,265,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,185 Queen St,3,h,8903938,3018,3,3,577,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3/20 Mulga St,3,u,6474820,3018,3,2,205,113,2007,Hobsons Bay City Council,Western Metropolitan,5301
Altona,95 Blyth St,4,h,1506110,3018,4,2,504,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,51 Millers Rd,4,h,3159815,3018,4,1,797,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,2/119 Railway St N,3,u,6436606,3018,3,1,181,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,12 Ransom Av,3,h,2153182,3018,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,2/5 Rose St,2,u,3403685,3018,2,1,117,58,1980,Hobsons Bay City Council,Western Metropolitan,5301
Altona,24 McIntyre Dr,3,h,3954889,3018,3,2,529,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,104 Maidstone St,2,h,2120276,3018,2,2,675,100,1950,Hobsons Bay City Council,Western Metropolitan,5301
Altona,49 Bent St,3,h,1593891,3018,3,1,929,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,5/57 Blyth St,3,u,925478,3018,3,2,70,3,2014,Hobsons Bay City Council,Western Metropolitan,5301
Altona,15 Kookaburra St,3,h,2893388,3018,3,1,697,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,219 Civic Pde,3,h,9656487,3018,3,1,604,168,1969,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3 Curtin Ct,4,h,6425818,3018,4,2,532,168,1970,Hobsons Bay City Council,Western Metropolitan,5301
Altona,2/60 David St,2,h,3293481,3018,2,1,154,91,1996,Hobsons Bay City Council,Western Metropolitan,5301
Altona North,1 Beuron Rd,3,h,9998556,3025,3,1,620,108,1950,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,45 Hearn St,5,h,5724105,3025,5,3,592,251,1965,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4 Knapp St,3,h,3762204,3025,3,1,533,117,1970,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,103 Sixth Av,4,h,6003190,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,80A Hansen St,4,h,3775636,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,21 Hatherley Gr,3,h,4175064,3025,3,1,554,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3/66 Marion St,2,t,1393746,3025,2,1,77,77,2009,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,153 Mills St,3,h,6940704,3025,3,1,655,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,1/70 Misten Av,2,h,10432818,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,33 Carthy St,3,h,223442,3025,3,1,534,167,1967,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,47 Ginifer Av,3,h,3555029,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,16 Harris St,3,h,9553345,3025,3,1,540,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,1/5 Little St,3,h,8069830,3025,3,2,593,130,2012,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,58a Clematis Av,4,t,481995,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,1/77 Hansen St,3,u,2205677,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,21 Joel Av,3,h,5307567,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,1/95 Mills St,3,h,4649615,3025,3,1,328,118,1970,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2/5 Stapley Cr,4,h,9644894,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,5 Binns St,3,h,819367,3025,3,1,540,116,1960,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2/9 First Av,2,h,11111730,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,1/28 Irwin Av,3,u,1005981,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3/49 Misten Av,3,h,10895610,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,29a The Broadway,4,t,4505800,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,25 Allan St,4,h,2177797,3025,3,1,559,169,1965,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,9 Fourth Av,3,h,107541,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,11a Edward Av,3,t,8502403,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,45 Freemans Rd,4,h,10818370,3025,4,2,537,196,1960,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,21 Hatherley Gr,3,h,6464685,3025,3,1,554,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,1B Paproth Gr,2,h,116587,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,7 Seventh Av,3,h,7078188,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,1/256 Mason St,2,t,1592390,3025,2,1,252,168,1965,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,21 Allan St,4,h,8363542,3025,4,1,558,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,56a First Av,3,h,1391496,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,63a First Av,3,h,10283176,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,59 Misten Av,2,h,2865999,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,85a First Av,3,t,5278220,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,22 Joel Av,3,h,6919517,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,11 Mahon Av,3,h,5053218,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2/36 May St,3,h,7827581,3025,3,2,171,109,2012,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,11 Beevers St,3,h,5985697,3025,3,1,585,97,1960,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2/10 Cleghorn Av,3,t,856709,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2 Edward Av,4,h,2696840,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,10 Murphy St,4,h,1807350,3025,4,1,851,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,128 Second Av,3,h,1632258,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,5/24 Valerian Av,3,h,2203825,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2/31 Cooper Av,2,h,662877,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,9 Begonia Av,5,h,6431490,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,1/36 Amaranth Av,3,t,8480746,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3/36 Amaranth Av,2,h,5677150,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,61 Cooper Av,3,h,450013,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,10 Freemans St,3,h,1209590,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,16 Beevers St,3,h,3495317,3025,3,1,551,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4/63 Marion St,1,u,6129511,3025,1,1,593,46,1970,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,150A McIntosh Rd,2,t,1926882,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,21 Neal Ct,3,h,197204,3025,3,1,602,603,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,31 Duosa Rd,3,h,5267843,3025,3,1,740,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,252 Millers Rd,4,h,9664187,3025,4,2,315,170,2008,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,1/156 Chambers Rd,3,h,9351022,3025,5,2,276,100,2010,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,19 Cleghorn Av,3,h,9976764,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2 Gadsden St,3,h,1292721,3025,3,1,531,157,1960,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,24 Hansen St,3,h,3459242,3025,3,2,590,160,1950,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4 Prismall St,3,h,8803686,3025,3,1,715,168,2008,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,1/21 Freemans Rd,3,h,9322508,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,122 McIntosh Rd,3,h,10670516,3025,3,1,561,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,35 May St,2,h,4027938,3025,2,1,691,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,29 Cyclamen Av,2,h,9107009,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,6 Hill St,3,h,741107,3025,3,2,555,130,1960,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,84 May St,4,h,8777915,3025,4,1,708,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,81 Fifth Av,4,h,5566551,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,23 Huxtable Av,3,h,153187,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,155 Chambers Rd,4,h,9252983,3025,4,1,668,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,61a First Av,3,h,6064387,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,268d Mason St,4,t,6017234,3025,4,3,252,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,5 Cresser St,4,h,10698320,3025,4,1,633,158,1960,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,1/33 Fifth Av,3,h,7248208,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,1/8 Fourth Av,3,h,11046477,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,107 McIntosh Rd,3,h,2892795,3025,3,1,557,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,10 Knapp St,3,h,10155968,3025,3,1,536,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,4/221 Blackshaws Rd,2,u,321897,3025,2,1,153,70,1970,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,56a MacDonald Av,3,t,6635490,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,126 Sixth Av,3,h,2918289,3025,3,1,482,168,1969,Hobsons Bay City Council,Western Metropolitan,5132
Armadale,24 Hume St,3,h,5240020,3143,2,1,305,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,8/19 Mercer Rd,2,u,4319422,3143,2,1,593,76,1964,Stonnington City Council,Southern Metropolitan,4836
Armadale,1/42 Adelaide St,2,u,5705233,3143,2,1,861,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,14/71 Denbigh Rd,3,u,935456,3143,3,2,593,100,1998,Stonnington City Council,Southern Metropolitan,4836
Armadale,4/769 High St,3,t,6327511,3143,3,2,101,105,2000,Stonnington City Council,Southern Metropolitan,4836
Armadale,12 Huntingtower Rd,3,h,9038217,3143,3,2,588,168,1930,Stonnington City Council,Southern Metropolitan,4836
Armadale,28 Lambeth Av,3,h,4035675,3143,3,1,482,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,7 Llaneast St,3,h,1174508,3143,3,2,296,150,1889,Stonnington City Council,Southern Metropolitan,4836
Armadale,9/55 Northcote Rd,1,u,7016654,3143,1,1,593,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,1/7 Railway Av,2,u,6798313,3143,3,1,482,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,65 Barkly Av,3,h,10905432,3143,3,1,482,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,28 Cambridge St,3,h,8893150,3143,3,1,217,116,1888,Stonnington City Council,Southern Metropolitan,4836
Armadale,6 Cambridge St,4,h,8128921,3143,4,2,211,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,3/16 Fulton St,2,u,3296291,3143,2,1,593,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,6 Fulton St,2,h,7521744,3143,2,1,183,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,21 Lambeth Av,3,h,9073345,3143,3,1,482,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,3/20 Mercer Rd,3,t,10669101,3143,3,2,593,165,1995,Stonnington City Council,Southern Metropolitan,4836
Armadale,7/53 Wattletree Rd,1,u,1088841,3143,1,1,881,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,1/77 Wattletree Rd,2,u,4499440,3143,2,1,593,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,12 Willis St,3,h,7389696,3143,3,2,205,116,1910,Stonnington City Council,Southern Metropolitan,4836
Armadale,12 Alleyne Av,4,h,1869187,3143,3,1,482,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,3/10 Denbigh Rd,2,u,9848660,3143,2,1,593,65,1970,Stonnington City Council,Southern Metropolitan,4836
Armadale,8/71 Denbigh Rd,2,u,5399761,3143,2,1,593,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,11/17 Myamyn St,2,u,3993349,3143,3,2,593,168,2006,Stonnington City Council,Southern Metropolitan,4836
Armadale,526 Orrong Rd,4,h,8480296,3143,4,2,1581,168,1934,Stonnington City Council,Southern Metropolitan,4836
Armadale,37 Barkly Av,2,h,1341650,3143,3,1,482,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,553 Dandenong Rd,5,h,2567336,3143,8,2,693,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,17 Egerton Rd,4,h,9636932,3143,4,1,500,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,9/19 Mercer Rd,3,u,9173243,3143,3,2,2113,14,1970,Stonnington City Council,Southern Metropolitan,4836
Armadale,6/26 Mercer Rd,2,u,4145826,3143,2,1,593,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,538a Orrong Rd,3,t,10006365,3143,2,2,246,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,557 Orrong Rd,4,h,6223734,3143,4,2,369,176,1930,Stonnington City Council,Southern Metropolitan,4836
Armadale,5/68 Rose St,3,t,6578881,3143,2,2,175,158,1970,Stonnington City Council,Southern Metropolitan,4836
Armadale,11/38 Wattletree Rd,2,u,2596271,3143,2,1,593,65,1970,Stonnington City Council,Southern Metropolitan,4836
Armadale,24 Lambeth Av,5,h,9965018,3143,3,1,482,168,1969,Stonnington City Council,Southern Metropolitan,4836
Armadale,18/41 Kooyong Rd,2,u,4209571,3143,3,1,593,168,1960,Stonnington City Council,Southern Metropolitan,4836
Armadale,10 William St,1,h,7204361,3143,2,2,144,107,1900,Stonnington City Council,Southern Metropolitan,4836
Armadale,11 Adelaide St,4,h,4675719,3143,3,4,662,292,1920,Stonnington City Council,Southern Metropolitan,4836
Armadale,15/405 Dandenong Rd,1,u,3410835,3143,1,1,593,38,1975,Stonnington City Council,Southern Metropolitan,4836
Armadale,1/2 Armadale St,1,u,6221250,3143,1,1,593,168,1969,Stonnington City Council,Southern Metropolitan,4836
