Suburb,Address,Date,Type,Bedroom2,Bathroom,Car,Price,Distance,Landsize,Lattitude,Postcode,Regionname
Wollert,1 Kilwarrie St,2017-11-18,house,,,,376000.0,25.5,,,3750.0,Northern Metropolitan
Glenroy,1 King St,2017-11-25,house,3.0,1.0,1.0,556000.0,11.2,,-37.7001,3046.0,Northern Metropolitan
Mount Waverley,1 Kingswood Av,2017-07-08,house,3.0,2.0,3.0,1150000.0,14.2,650.0,-37.89469,3149.0,Eastern Metropolitan
Bentleigh East,1 Konrad St,2016-06-04,house,4.0,2.0,2.0,1100000.0,13.9,633.0,-37.9272,3165.0,Southern Metropolitan
Epping,1 Koukoura Dr,2017-12-09,house,4.0,2.0,2.0,585000.0,19.6,396.0,-37.61983,3076.0,Northern Metropolitan
Keilor Lodge,1 Laguna Cl,2017-11-11,house,,,,670000.0,15.5,,,3038.0,Western Metropolitan
Croydon,1 Laird St,2017-07-29,house,,,,1130000.0,23.0,,,3136.0,Eastern Metropolitan
Sunshine West,1 Larool Cr,2016-04-16,house,,,,555000.0,13.5,,,3020.0,Western Metropolitan
Keilor Park,1 Latrose St,2016-09-24,house,,,,570000.0,14.5,,,3042.0,Western Metropolitan
Williamstown,1 Laverton St,2016-09-17,house,,,,890000.0,8.0,,,3016.0,Western Metropolitan
Strathmore,1 Lebanon St,2017-05-20,house,3.0,2.0,3.0,995000.0,9.7,653.0,-37.7296,3041.0,Western Metropolitan
Brighton,1 Leonie Ct,2017-09-16,townhouse,3.0,2.0,2.0,1960000.0,10.5,709.0,-37.91414,3186.0,Southern Metropolitan
Maribyrnong,1 Leopold St,2017-10-21,house,3.0,2.0,2.0,1187000.0,4.3,598.0,-37.76849,3032.0,Western Metropolitan
Coburg,1 Lever St,2018-03-03,unit,3.0,1.0,1.0,881000.0,6.7,318.0,-37.75025,3058.0,Northern Metropolitan
Oak Park,1 Lex Gr,2017-12-09,house,3.0,2.0,2.0,837500.0,11.2,536.0,-37.71809,3046.0,Northern Metropolitan
Tarneit,1 Liam Av,2017-11-25,house,3.0,2.0,2.0,575000.0,18.4,343.0,-37.8666,3029.0,Western Metropolitan
Fawkner,1 Link Pde,2018-01-06,house,3.0,2.0,1.0,482000.0,13.1,,-37.70687,3060.0,Northern Metropolitan
Hoppers Crossing,1 Llewellyn Ct,2017-09-23,house,4.0,2.0,2.0,553500.0,18.4,,-37.86572,3029.0,Western Metropolitan
Kealba,1 Longford Ct,2017-11-18,house,3.0,2.0,3.0,625000.0,14.0,,-37.7378,3021.0,Western Metropolitan
Yarraville,1 Lormer St,2018-02-17,house,3.0,2.0,1.0,970000.0,6.3,465.0,-37.82218,3013.0,Western Metropolitan
Cheltenham,1 Luxmoore St,2017-10-14,house,4.0,2.0,2.0,1375000.0,17.9,,-37.95915,3192.0,Southern Metropolitan
Burwood,1 Maltby Wk,2018-03-17,house,,,,1310000.0,10.4,,,3125.0,Southern Metropolitan
Box Hill,1 Maple St,2016-11-19,house,3.0,1.0,2.0,836000.0,13.1,228.0,-37.8261,3128.0,Eastern Metropolitan
Reservoir,1 Marchant Av,2017-09-03,house,2.0,1.0,1.0,880000.0,12.0,,-37.71588,3073.0,Northern Metropolitan
Vermont,1 Marina St,2017-09-16,house,5.0,2.0,2.0,1150000.0,17.2,599.0,-37.84158,3133.0,Eastern Metropolitan
Brunswick West,1 Marion Av,2016-11-12,house,,,,989000.0,5.9,,,3055.0,Northern Metropolitan
St Albans,1 Mark St,2018-02-24,house,3.0,2.0,2.0,641000.0,14.0,597.0,-37.74143,3021.0,Western Metropolitan
Sunshine,1 Markstone Ct,2017-03-04,house,2.0,1.0,2.0,710000.0,12.6,619.0,-37.7794,3020.0,Western Metropolitan
Surrey Hills,1 Marne St,2016-05-22,house,4.0,2.0,2.0,2125000.0,11.2,702.0,-37.8345,3127.0,Southern Metropolitan
Hillside,1 Marner Av,2017-05-27,house,,,,493500.0,18.0,,,3037.0,Western Metropolitan
Brighton East,1 Marriage Rd,2016-05-22,house,4.0,2.0,2.0,1815000.0,10.7,732.0,-37.9184,3187.0,Southern Metropolitan
Glen Waverley,1 May Ct,2017-12-09,house,5.0,2.0,2.0,1350000.0,16.7,576.0,-37.89563,3150.0,Eastern Metropolitan
Essendon,1 Mccarron Pde,2016-06-12,house,3.0,2.0,2.0,1775000.0,8.0,725.0,-37.7551,3040.0,Western Metropolitan
Dandenong North,1 Mckay Ct,2017-10-14,house,3.0,1.0,1.0,690000.0,24.7,,-37.9657,3175.0,South-Eastern Metropolitan
Plumpton,1 Mckillop Wy,2017-10-07,house,,,,440000.0,23.8,,,3335.0,Western Metropolitan
Brunswick West,1 Mclean St,2017-05-06,house,3.0,3.0,1.0,645000.0,5.9,131.0,-37.7559,3055.0,Northern Metropolitan
Glenroy,1 Meadowbank St,2017-05-06,house,3.0,1.0,2.0,780000.0,13.0,742.0,-37.702,3046.0,Northern Metropolitan
Watsonia,1 Meagher St,2016-11-12,house,3.0,1.0,1.0,741000.0,14.9,671.0,-37.7072,3087.0,Northern Metropolitan
Kew East,1 Meldrum St,2016-11-12,house,4.0,2.0,2.0,1610000.0,7.5,763.0,-37.7916,3102.0,Southern Metropolitan
Strathmore,1 Melissa St,2016-12-10,house,,,,920000.0,9.7,,-37.7312,3041.0,Western Metropolitan
Bentleigh East,1 Melva St,2017-05-06,house,4.0,3.0,2.0,1515000.0,13.9,635.0,-37.9107,3165.0,Southern Metropolitan
Braybrook,1 Menzies St,2016-08-13,house,2.0,1.0,2.0,670000.0,10.8,551.0,-37.7825,3019.0,Western Metropolitan
Sunshine North,1 Metherall St,2017-04-08,house,,,,630000.0,13.3,,-37.7657,3020.0,Western Metropolitan
Maribyrnong,1 Middle Rd,2017-12-09,house,3.0,1.0,2.0,1190000.0,4.3,688.0,-37.76834,3032.0,Western Metropolitan
Scoresby,1 Millgrove St,2017-08-26,house,3.0,1.0,2.0,890000.0,22.2,724.0,-37.88953,3179.0,Eastern Metropolitan
Bentleigh East,1 Millis Av,2018-01-06,house,4.0,2.0,3.0,1420000.0,13.8,,-37.92885,3165.0,Southern Metropolitan
Mulgrave,1 Mills Ct,2017-11-18,house,,,,1061000.0,18.8,,,3170.0,South-Eastern Metropolitan
Braybrook,1 Moama St,2017-02-25,house,3.0,1.0,1.0,765000.0,10.8,658.0,-37.7905,3019.0,Western Metropolitan
South Yarra,1 Moore St,2018-02-24,house,3.0,2.0,1.0,1720000.0,2.7,277.0,-37.8457,3141.0,Southern Metropolitan
Albert Park,1 Moubray St,2016-11-07,house,3.0,2.0,1.0,1800000.0,3.3,132.0,-37.8415,3206.0,Southern Metropolitan
Braybrook,1 Myamyn St,2018-01-06,house,3.0,2.0,2.0,850000.0,8.6,650.0,-37.79037,3019.0,Western Metropolitan
Ascot Vale,1 Myross Av,2016-08-28,house,,,,1800000.0,5.9,,,3032.0,Western Metropolitan
Ascot Vale,1 Nairn Av,2016-05-14,house,,,,1075000.0,5.9,,,3032.0,Western Metropolitan
Doreen,1 Nancarrow Dr,2018-01-06,house,3.0,1.0,2.0,470000.0,25.9,290.0,-37.60915,3754.0,Northern Victoria
Maribyrnong,1 Nayook La,2017-03-18,townhouse,3.0,2.0,2.0,820000.0,8.7,275.0,-37.7719,3032.0,Western Metropolitan
Lalor,1 Nebel St,2017-09-03,house,3.0,1.0,1.0,685500.0,16.3,551.0,-37.66613,3075.0,Northern Metropolitan
Deer Park,1 Neimur Av,2017-06-17,house,,,,1025000.0,14.8,,,3023.0,Western Metropolitan
Richmond,1 Newry St,2016-06-18,house,2.0,1.0,2.0,1220000.0,2.6,198.0,-37.8244,3121.0,Northern Metropolitan
Keilor East,1 Nicholas Ct,2016-12-10,house,4.0,2.0,2.0,920000.0,12.8,745.0,-37.7479,3033.0,Western Metropolitan
Eltham,1 Nioka Ct,2017-10-07,house,3.0,2.0,2.0,720000.0,18.0,794.0,-37.71417,3095.0,Eastern Metropolitan
Reservoir,1 Nisbett St,2016-06-18,townhouse,2.0,1.0,1.0,425000.0,11.2,145.0,-37.7284,3073.0,Northern Metropolitan
Heidelberg West,1 Normanby Ct,2017-04-22,house,3.0,2.0,0.0,810000.0,9.4,747.0,-37.7348,3081.0,Eastern Metropolitan
Tarneit,1 Northbridge Dr,2018-03-10,house,5.0,2.0,2.0,610000.0,18.4,550.0,-37.83753,3029.0,Western Metropolitan
Flemington,1 Norwood Pl,2017-10-28,house,2.0,1.0,1.0,860000.0,3.4,119.0,-37.78629,3031.0,Northern Metropolitan
Brunswick East,1 Nunan St,2016-12-03,house,4.0,2.0,2.0,856000.0,4.5,136.0,-37.7601,3057.0,Northern Metropolitan
Malvern East,1 Oak Gr,2017-10-21,house,3.0,1.0,2.0,1405000.0,8.4,,-37.87652,3145.0,Southern Metropolitan
Surrey Hills,1 Oak St,2017-08-19,house,5.0,3.0,2.0,1825000.0,10.2,368.0,-37.83587,3127.0,Southern Metropolitan
Blackburn,1 Orana St,2018-02-17,house,3.0,1.0,2.0,1505000.0,13.4,651.0,-37.82893,3130.0,Eastern Metropolitan
Gowanbrae,1 Orchid Ct,2017-10-07,house,4.0,2.0,2.0,980000.0,12.9,,-37.70091,3043.0,Western Metropolitan
Werribee,1 Ord Ct,2017-07-22,house,3.0,1.0,1.0,412500.0,14.7,583.0,-37.88702,3030.0,Western Metropolitan
Moorabbin,1 Otford Cl,2016-09-17,house,2.0,1.0,2.0,975000.0,14.6,576.0,-37.9363,3189.0,Southern Metropolitan
Bundoora,1 Oxford Dr,2017-09-16,house,4.0,2.0,2.0,730000.0,12.1,538.0,-37.7002,3083.0,Northern Metropolitan
Port Melbourne,1 Page Av,2018-03-17,house,4.0,1.0,,1820000.0,3.5,329.0,-37.83641,3207.0,Southern Metropolitan
Fawkner,1 Palmer St,2017-10-21,house,3.0,1.0,2.0,557000.0,13.1,,-37.69443,3060.0,Northern Metropolitan
Watsonia,1 Papua St,2016-07-16,house,2.0,1.0,2.0,662000.0,14.9,605.0,-37.7118,3087.0,Northern Metropolitan
Clifton Hill,1 Park Dr,2017-08-19,house,3.0,3.0,1.0,1457500.0,3.6,,-37.7889,3068.0,Northern Metropolitan
Bentleigh,1 Pascoe Av,2017-05-13,townhouse,,,,1285000.0,13.0,,,3204.0,Southern Metropolitan
Abbotsford,1 Paterson St,2017-10-14,house,2.0,1.0,0.0,1075000.0,3.0,,-37.80318,3067.0,Northern Metropolitan
Templestowe Lower,1 Pecan Ct,2018-02-10,house,4.0,3.0,2.0,1410000.0,12.4,735.0,-37.7729,3107.0,Eastern Metropolitan
Clifton Hill,1 Peckville St,2018-03-03,house,2.0,1.0,,1010000.0,3.6,128.0,-37.79303,3068.0,Northern Metropolitan
Bentleigh East,1 Pell St,2017-07-15,house,4.0,3.0,2.0,1384000.0,13.8,631.0,-37.9108,3165.0,Southern Metropolitan
Port Melbourne,1 Princes Pl,2017-09-09,house,3.0,3.0,2.0,1845000.0,3.5,114.0,-37.83981,3207.0,Southern Metropolitan
Epping,1 Quartz Gr,2017-09-03,house,4.0,2.0,2.0,599500.0,19.6,,-37.63094,3076.0,Northern Metropolitan
Deer Park,1 Quinn St,2017-06-24,house,3.0,1.0,2.0,645000.0,14.8,586.0,-37.7728,3023.0,Western Metropolitan
South Melbourne,1 Reilly Pl,2017-07-08,house,3.0,2.0,2.0,1720000.0,1.9,81.0,-37.83631,3205.0,Southern Metropolitan
Moorabbin,1 Rhonda Ct,2016-11-19,house,3.0,1.0,1.0,960000.0,14.6,593.0,-37.9431,3189.0,Southern Metropolitan
Hadfield,1 Richmond St,2017-11-25,house,3.0,1.0,2.0,840000.0,11.2,641.0,-37.7055,3046.0,Northern Metropolitan
Rowville,1 Rigby Mw,2017-07-08,house,,,,795000.0,23.5,,,3178.0,South-Eastern Metropolitan
Newport,1 River St,2016-05-14,house,1.0,1.0,3.0,1120000.0,8.4,574.0,-37.8414,3015.0,Western Metropolitan
Wantirna South,1 Riverpark Dr,2017-07-08,house,4.0,2.0,2.0,1055000.0,14.7,652.0,-37.87325,3152.0,Eastern Metropolitan
Parkdale,1 Robert St,2017-09-09,house,4.0,2.0,2.0,1230000.0,21.5,787.0,-37.98616,3195.0,South-Eastern Metropolitan
Jacana,1 Robinson St,2017-02-25,house,3.0,1.0,3.0,611000.0,14.5,624.0,-37.6862,3047.0,Northern Metropolitan
Ivanhoe,1 Rocke St,2016-11-07,house,4.0,1.0,1.0,1300000.0,7.9,586.0,-37.7726,3079.0,Eastern Metropolitan
Mentone,1 Rogers St,2017-05-27,house,5.0,2.0,2.0,1485000.0,20.0,720.0,-37.98439,3194.0,South-Eastern Metropolitan
Glen Iris,1 Rosedale Rd,2016-05-28,house,3.0,2.0,3.0,1390000.0,9.2,397.0,-37.8578,3146.0,Southern Metropolitan
Craigieburn,1 Rossdale St,2017-11-18,house,4.0,1.0,2.0,585000.0,20.6,691.0,-37.5941,3064.0,Northern Metropolitan
Mill Park,1 Roycroft Av,2017-11-11,house,4.0,2.0,3.0,665000.0,17.9,589.0,-37.6692,3082.0,Northern Metropolitan
Greensborough,1 Ruby La,2017-08-26,house,3.0,2.0,1.0,600000.0,16.1,152.0,-37.68587,3088.0,Northern Metropolitan
Epping,1 Saddlers Ct,2017-07-15,house,4.0,2.0,2.0,565000.0,19.6,548.0,-37.64386,3076.0,Northern Metropolitan
Burwood East,1 Sartori St,2017-07-08,house,4.0,2.0,2.0,1600000.0,14.7,592.0,-37.84839,3151.0,Eastern Metropolitan
Bentleigh East,1 Sassella St,2017-08-26,house,3.0,2.0,3.0,1311000.0,13.8,632.0,-37.92599,3165.0,Southern Metropolitan
Templestowe,1 Saville Ct,2017-07-22,house,5.0,3.0,3.0,1300000.0,15.5,767.0,-37.76084,3106.0,Eastern Metropolitan
Kensington,1 Scarborough Pl,2016-06-04,townhouse,2.0,1.0,1.0,650000.0,4.2,79.0,-37.7914,3031.0,Northern Metropolitan
Werribee,1 Scott St,2017-09-09,house,4.0,2.0,2.0,621000.0,14.7,556.0,-37.89463,3030.0,Western Metropolitan
Seaholme,1 Seaholme Av,2016-05-07,house,,,,950000.0,12.7,,,3018.0,Western Metropolitan
Seaholme,1 Seaholme Av,2016-06-27,house,,,,925000.0,12.7,,,3018.0,Western Metropolitan
Pascoe Vale,1 Sefton St,2017-10-21,house,3.0,1.0,1.0,891000.0,8.5,557.0,-37.72332,3044.0,Northern Metropolitan
Doncaster,1 Sentinel Wy,2016-11-12,townhouse,,,,1011500.0,13.9,,,3108.0,Eastern Metropolitan
Coburg,1 Shaftsbury St,2016-09-24,house,4.0,1.0,1.0,990000.0,7.8,488.0,-37.7537,3058.0,Northern Metropolitan
Werribee,1 Shannon Cl,2017-11-25,house,3.0,1.0,0.0,430000.0,14.7,542.0,-37.8814,3030.0,Western Metropolitan
Heidelberg Heights,1 Shelley St,2017-04-08,house,4.0,1.0,2.0,706000.0,10.5,374.0,-37.7437,3081.0,Eastern Metropolitan
Altona Meadows,1 Sheppard Ct,2017-08-12,house,4.0,2.0,2.0,810000.0,15.5,749.0,-37.88413,3028.0,Western Metropolitan
Alphington,1 Shiers St,2017-06-24,house,4.0,1.0,2.0,1800000.0,5.7,605.0,-37.77474,3078.0,Northern Metropolitan
Greenvale,1 Silverwood Dr,2017-08-26,house,3.0,2.0,1.0,465000.0,20.4,,-37.62453,3059.0,Northern Metropolitan
Epping,1 Simon Ct,2017-07-01,house,5.0,3.0,2.0,660000.0,19.6,708.0,-37.63888,3076.0,Northern Metropolitan
Derrimut,1 Sinclair Grn,2017-09-23,house,4.0,2.0,2.0,695000.0,14.7,516.0,-37.78763,3030.0,Western Metropolitan
Mulgrave,1 Sneddon Ct,2017-09-16,house,4.0,2.0,2.0,1100000.0,18.8,748.0,-37.9265,3170.0,South-Eastern Metropolitan
Thornbury,1 Speight St,2017-10-14,house,2.0,2.0,1.0,1105000.0,7.0,256.0,-37.7618,3071.0,Northern Metropolitan
Bundoora,1 Springwood Vw,2017-11-11,house,,,,970000.0,12.1,,,3083.0,Northern Metropolitan
Blackburn,1 Stanley Gr,2018-02-10,house,3.0,1.0,1.0,1370000.0,13.4,882.0,-37.81281,3130.0,Eastern Metropolitan
Williamstown,1 Stanley St,2017-12-09,house,3.0,1.0,2.0,2065000.0,6.8,412.0,-37.85324,3016.0,Western Metropolitan
Hillside,1 Stonybrook Bvd,2018-01-06,house,4.0,3.0,2.0,855000.0,18.0,,-37.69009,3037.0,Western Metropolitan
Moonee Ponds,1 Stuart St,2017-09-09,house,3.0,2.0,2.0,1450000.0,6.2,,-37.77233,3039.0,Western Metropolitan
Brighton East,1 Sunnyside Av,2016-09-03,house,,,,1952000.0,10.7,,,3187.0,Southern Metropolitan
Mulgrave,1 Sutherland Ct,2017-07-08,house,4.0,2.0,1.0,992000.0,18.8,790.0,-37.91375,3170.0,South-Eastern Metropolitan
Coburg,1 Sutherland St,2016-11-12,house,4.0,2.0,2.0,1145000.0,7.8,480.0,-37.7402,3058.0,Northern Metropolitan
Chadstone,1 Tandara Ct,2017-11-18,house,4.0,1.0,1.0,1150000.0,11.7,737.0,-37.8744,3148.0,Southern Metropolitan
Gladstone Park,1 Tecoma Ct,2017-11-18,house,3.0,1.0,2.0,651000.0,12.9,,-37.6994,3043.0,Western Metropolitan
Avondale Heights,1 Templewood Cr,2016-04-23,house,,,,855000.0,10.5,,,3034.0,Western Metropolitan
Eaglemont,1 The Righi,2016-09-10,house,,,,1687000.0,10.3,,,3084.0,Eastern Metropolitan
Doncaster East,1 Tidcombe Cr,2017-05-27,house,,,,1320000.0,14.3,,,3109.0,Eastern Metropolitan
Hawthorn East,1 Torring Rd,2016-10-15,house,2.0,2.0,2.0,1582000.0,7.5,358.0,-37.8341,3123.0,Southern Metropolitan
Balwyn North,1 Tovey St,2016-07-30,house,4.0,2.0,2.0,1836000.0,9.2,939.0,-37.7998,3104.0,Southern Metropolitan
Cairnlea,1 Treemont Ct,2017-11-25,house,,,,771200.0,14.8,,,3023.0,Western Metropolitan
Keilor Downs,1 Tulloch Ct,2018-03-10,house,4.0,2.0,2.0,760000.0,15.5,743.0,-37.71354,3038.0,Western Metropolitan
Ringwood East,1 Tweed St,2017-07-08,house,4.0,1.0,2.0,1090000.0,21.3,894.0,-37.8159,3135.0,Eastern Metropolitan
Preston,1 Tynan St,2017-03-18,house,3.0,1.0,2.0,1070000.0,8.8,585.0,-37.7358,3072.0,Northern Metropolitan
Oak Park,1 Victoria St,2016-09-03,house,2.0,1.0,2.0,592000.0,11.5,577.0,-37.7137,3046.0,Northern Metropolitan
Sandringham,1 Victory St,2017-09-09,house,3.0,1.0,2.0,1725000.0,15.2,493.0,-37.94901,3191.0,Southern Metropolitan
Malvern East,1 Villers Sq,2016-11-19,house,4.0,2.0,1.0,1580000.0,11.2,504.0,-37.8834,3145.0,Southern Metropolitan
Glen Waverley,1 Vine Ct,2017-10-14,house,5.0,3.0,2.0,1560000.0,16.7,,-37.883,3150.0,Eastern Metropolitan
Bentleigh East,1 Vine Ct,2018-03-03,house,5.0,3.0,2.0,1669000.0,13.8,400.0,-37.91653,3165.0,Southern Metropolitan
Pascoe Vale,1 Virginia St,2017-07-01,house,4.0,2.0,3.0,780000.0,8.5,555.0,-37.71561,3044.0,Northern Metropolitan
Mentone,1 Walden Rd,2018-02-03,house,3.0,2.0,2.0,1462000.0,20.0,601.0,-37.98666,3194.0,South-Eastern Metropolitan
Braybrook,1 Walker Pl,2017-07-08,house,2.0,1.0,1.0,590000.0,8.6,304.0,-37.78341,3019.0,Western Metropolitan
Sunshine,1 Walter St,2016-05-07,house,4.0,2.0,2.0,1030000.0,12.6,803.0,-37.7932,3020.0,Western Metropolitan
Glen Waverley,1 Walter St,2017-10-07,house,5.0,2.0,2.0,1296000.0,16.7,,-37.86706,3150.0,Eastern Metropolitan
Richmond,1 Waltham Pl,2017-07-01,house,,,,2200000.0,2.4,,,3121.0,Northern Metropolitan
Flemington,1 Waltham St,2018-03-17,house,3.0,1.0,0.0,1120000.0,3.4,209.0,-37.78346,3031.0,Northern Metropolitan
Werribee,1 Walwa Pl,2017-07-01,house,3.0,1.0,2.0,427000.0,14.7,637.0,-37.91165,3030.0,Western Metropolitan
Thomastown,1 Waratah St,2018-01-06,house,3.0,1.0,2.0,925000.0,15.3,,-37.67939,3074.0,Northern Metropolitan
Kensington,1 Watsons Wk,2016-05-07,townhouse,,,,798000.0,4.2,,,3031.0,Northern Metropolitan
Burwood,1 Webb St,2016-12-03,house,3.0,1.0,1.0,1250000.0,11.7,662.0,-37.8561,3125.0,Southern Metropolitan
Camberwell,1 Westbourne Gr,2017-10-07,house,4.0,3.0,0.0,1870000.0,7.7,588.0,-37.83411,3124.0,Southern Metropolitan
Springvale,1 Whiteside St,2018-02-17,house,2.0,1.0,2.0,820000.0,20.8,650.0,-37.93546,3171.0,South-Eastern Metropolitan
Aspendale Gardens,1 Wildoer Dr,2017-08-12,house,3.0,2.0,2.0,951000.0,21.5,553.0,-38.02608,3195.0,South-Eastern Metropolitan
Ashburton,1 Wilgra Av,2016-09-03,house,,,,1820000.0,11.0,,,3147.0,Southern Metropolitan
Bellfield,1 Wilkinson Cr,2016-11-19,house,,,,785000.0,9.5,,,3081.0,Eastern Metropolitan
Lalor,1 Willard Ct,2017-10-14,house,3.0,2.0,1.0,685500.0,16.3,555.0,-37.66281,3075.0,Northern Metropolitan
Mount Waverley,1 Wills Av,2017-06-24,house,,,,1450000.0,14.2,,,3149.0,Eastern Metropolitan
South Melbourne,1 Wilson St,2017-10-14,townhouse,3.0,2.0,1.0,1380000.0,1.9,,-37.83394,3205.0,Southern Metropolitan
Bundoora,1 Windsor Cr,2017-10-21,house,4.0,2.0,2.0,847500.0,12.1,527.0,-37.69979,3083.0,Northern Metropolitan
Nunawading,1 Winifred St,2018-01-06,house,3.0,1.0,2.0,1000000.0,15.4,589.0,-37.80755,3131.0,Eastern Metropolitan
Bundoora,1 Zara Cl,2017-12-09,townhouse,3.0,2.0,2.0,606000.0,12.1,,-37.68078,3083.0,Northern Metropolitan
Bentleigh East,1/1 Abbin Av,2017-11-18,house,,,,875000.0,13.8,,,3165.0,Southern Metropolitan
South Yarra,1/1 Alexandra Av,2017-11-18,unit,,,,1950000.0,2.7,,,3141.0,Southern Metropolitan
Mill Park,1/1 Allwyn Cr,2018-02-24,house,3.0,1.0,1.0,530000.0,17.9,260.0,-37.65648,3082.0,Northern Metropolitan
Avondale Heights,1/1 Amis Cr,2016-11-27,unit,,,,610000.0,10.5,,,3034.0,Western Metropolitan
Box Hill,1/1 Cherryhinton St,2017-03-04,unit,2.0,1.0,1.0,790000.0,13.1,195.0,-37.826,3128.0,Eastern Metropolitan
Fawkner,1/1 Clara St,2018-01-06,unit,2.0,1.0,1.0,412000.0,13.1,,-37.71024,3060.0,Northern Metropolitan
Maidstone,1/1 Clarendon St,2017-04-22,townhouse,3.0,2.0,2.0,675000.0,9.2,159.0,-37.785,3012.0,Western Metropolitan
Maidstone,1/1 Clarendon St,2017-07-08,townhouse,3.0,2.0,2.0,650000.0,6.4,159.0,-37.78502,3012.0,Western Metropolitan
Maidstone,1/1 Clarendon St,2017-07-29,townhouse,3.0,2.0,2.0,670000.0,6.4,159.0,-37.78502,3012.0,Western Metropolitan
Hawthorn East,1/1 Clifton Rd,2016-12-10,unit,3.0,2.0,1.0,935000.0,7.5,144.0,-37.8435,3123.0,Southern Metropolitan
Glenroy,1/1 Danae St,2016-11-12,townhouse,3.0,1.0,1.0,460000.0,13.0,325.0,-37.7001,3046.0,Northern Metropolitan
Chadstone,1/1 Dundee Av,2017-08-12,house,4.0,2.0,1.0,995000.0,11.7,402.0,-37.88658,3148.0,Southern Metropolitan
Richmond,1/1 Ellis St,2017-02-11,unit,,,,600000.0,2.6,,,3121.0,Northern Metropolitan
Mentone,1/1 Franklin St,2017-07-08,townhouse,3.0,1.0,2.0,940000.0,20.0,331.0,-37.97759,3194.0,South-Eastern Metropolitan
Templestowe Lower,1/1 Gambier Av,2017-06-03,house,,,,710000.0,12.4,,,3107.0,Eastern Metropolitan
Camberwell,1/1 Glen Iris Rd,2016-08-06,townhouse,3.0,2.0,2.0,1300000.0,7.8,342.0,-37.8433,3124.0,Southern Metropolitan
Oak Park,1/1 Gregory St,2016-12-03,unit,3.0,1.0,2.0,647000.0,11.5,250.0,-37.7232,3046.0,Northern Metropolitan
Clayton South,1/1 Hadkinson St,2017-05-27,unit,3.0,2.0,2.0,700000.0,17.5,363.0,-37.93296,3169.0,South-Eastern Metropolitan
Reservoir,1/1 Leamington St,2016-05-07,house,3.0,2.0,1.0,625000.0,11.2,267.0,-37.7132,3073.0,Northern Metropolitan
Hadfield,1/1 Lockley St,2016-09-03,house,,,,570000.0,12.1,,,3046.0,Northern Metropolitan
Northcote,1/1 Lorna Av,2017-08-19,house,3.0,2.0,2.0,1180000.0,5.3,,-37.77043,3070.0,Northern Metropolitan
Chadstone,1/1 Margot St,2016-10-08,unit,,,,805500.0,13.6,,,3148.0,Southern Metropolitan
Clifton Hill,1/1 Marshall Pl,2017-02-25,house,4.0,2.0,0.0,1506000.0,3.4,162.0,-37.7885,3068.0,Northern Metropolitan
Ashburton,1/1 Nairn St,2016-09-10,house,3.0,2.0,2.0,1518000.0,11.0,516.0,-37.8675,3147.0,Southern Metropolitan
Murrumbeena,1/1 Nangana Rd,2017-06-03,unit,2.0,1.0,1.0,602000.0,10.1,1166.0,-37.88674,3163.0,Southern Metropolitan
Doncaster,1/1 Paul St,2016-06-18,unit,2.0,1.0,1.0,522500.0,13.9,145.0,-37.7874,3108.0,Eastern Metropolitan
Moorabbin,1/1 Perry St,2016-07-30,townhouse,3.0,2.0,2.0,1105000.0,14.6,220.0,-37.9387,3189.0,Southern Metropolitan
Highett,1/1 Peterson St,2017-07-29,townhouse,3.0,2.0,2.0,1030000.0,16.0,240.0,-37.9461,3190.0,Southern Metropolitan
Mckinnon,1/1 Prince Edward Av,2017-06-24,house,,,,1473000.0,11.4,,,3204.0,Southern Metropolitan
Ashburton,1/1 Ramu Gr,2016-09-17,townhouse,,,,1300000.0,11.0,,,3147.0,Southern Metropolitan
Dandenong North,1/1 Rhoden Ct,2017-12-09,unit,2.0,1.0,1.0,315000.0,24.7,,-37.95424,3175.0,South-Eastern Metropolitan
Camberwell,1/1 Royal Cr,2016-06-18,house,,,,2132500.0,7.8,,,3124.0,Southern Metropolitan
St Albans,1/1 Station Av,2018-02-24,townhouse,3.0,2.0,2.0,520000.0,14.0,240.0,-37.74207,3021.0,Western Metropolitan
Surrey Hills,1/1 Thornton Av,2016-11-07,townhouse,,,,1453000.0,11.2,,,3127.0,Southern Metropolitan
Dandenong North,1/1 Victor Av,2017-10-28,house,3.0,1.0,2.0,574000.0,24.7,,-37.95452,3175.0,South-Eastern Metropolitan
Hampton East,1/1 Warland Rd,2016-05-22,townhouse,,,,1000000.0,14.5,,,3188.0,Southern Metropolitan
Parkdale,1/1 White St,2018-01-06,unit,2.0,1.0,1.0,465000.0,21.5,785.0,-37.99794,3195.0,South-Eastern Metropolitan
Elwood,1/1 Wimbledon Av,2017-10-28,unit,2.0,1.0,1.0,720000.0,7.2,,-37.8728,3184.0,Southern Metropolitan
Essendon,1/10 Ardoch St,2017-11-18,unit,,,,475000.0,7.5,,,3040.0,Western Metropolitan
Pascoe Vale,1/10 Callander Rd,2016-08-22,townhouse,2.0,1.0,1.0,610000.0,9.9,169.0,-37.7186,3044.0,Northern Metropolitan
Blackburn,1/10 Duckham St,2017-06-24,house,3.0,1.0,1.0,880000.0,13.4,335.0,-37.82876,3130.0,Eastern Metropolitan
Surrey Hills,1/10 Florence Rd,2016-01-28,unit,2.0,1.0,2.0,813000.0,11.2,108.0,-37.8276,3127.0,Southern Metropolitan
